id_qa,corpus,question_en_origin,question_pt_origin,question_en_paraphase,question_pt_paraphase,answer_en_origin,answer_pt_origin,answer_en_validate,answer_pt_validate,eid_article_scopus,text_excerpts_un_reports,question_generic,answer_in_text,answer_difficulty,question_meaningful,answer_equivalent,question_type
A1749,1," What are the horizontal resolutions of the two nested grids that collected the anomalies between the experiments?
",Quais são as resoluções horizontais das duas grades aninhadas que coletaram as anomalias entre os experimentos?,What is the horizontal resolution used in the two grids for the experiment?,Qual a resolução horizontal usada nas duas grades  para o experimento? ,1 / 3 ∘ and 1 / 12 ∘,1 / 3 ∘ and 1 / 12 ∘,with 1 / 3 ∘ and 1 / 12 ∘ horizontal resolutions.,Com resoluções horizontais de 1/3 ∘ e 1/12 ∘,2-s2.0-85029591872,"",false,true,3,4,5, What
A1751,1," 
What would be the advantage of reducing the number of anchor lines for a floating unit of oil production?",Qual seria a vantagem de reduzir o número de cabos de ancoragem para uma unidade flutuante de produção de petróleo?,What are the benefits of reducing the number of anchor lines for a floating unit of oil production?,Quais são os benefícios de reduzir o número de cabos de ancoragem para uma unidade flutuante de produção de petróleo?,"The reduction of the space occupied by the anchoring lines in the seabed by reducing the subsea layout of risers, flow lines and well head.","
A redução do espaço ocupado pelas linhas de ancoragem no fundo do mar, reduzindo o layout submarino de risers, linhas de fluxo e cabeça de poço.",it will decrease the space occupied by the anchoring lines in the seabed by reducing the subsea layout of risers.,"vai diminuir o espaço ocupado pelos cabos de ancoragem no fundo do mar, reduzindo o layout submarino dos tubos de elevação.
",2-s2.0-85075835330,"",false,true,1,5,5, What
A1755,1,What is an alternative to the physical oceanographic models to provide faster results on flushing times?,Qual é uma alternativa aos modelos oceanográficos físicos para fornecer resultados mais rápidos sobre os tempos de descarga?,What would be another way to provide faster results on discharge times?,Qual seria outra forma de fornecer resultados mais rápidos sobre os tempos de descarga?,Tidal prism calculation.,Cálculo do prisma de maré.,Simple tidal prism calculation.,Cálculo de prisma de maré simples.,2-s2.0-85027401053,"",false,true,3,5,5, What
A1756,1,What is the aim of the design of moonpools?,Qual o objetivo do design da moonpool?,What is the objective for design of moonpools?,Qual é o objetivo para o projeto de piscinas lunares?,"Its design aim the minimun motion of the water inside the ,moonpool.",Seu design visa o movimento mínimo da água dentro da moonpool.,"the minimum motion of the water inside the moonpool, avoiding water impacts when lowering an equipment","o movimento mínimo da água dentro da piscina lunar, evitando impactos da água ao baixar um equipamento",2-s2.0-33751312200,"",false,true,2,5,5, What
A1757,1,What are the most active areas and which has 30 of the 53 installations made in 1987?,Quais são as áreas mais ativas e qual está com 30 das 53 instalações feitas em 1987?,"","","Brazil and the North Sea, with the North Sea having 30 of the 53 facilities.","Brasil e o Mar do norte, com o mar do norte possuindo 30 das 53 instalações.","North Sea and Brazil, and North Sea","Mar do Norte e Brasil, e Mar do Norte",2-s2.0-85040888184,"",false,true,1,3,4, What
A1758,1,Where the wind turbines study were  conducted?,Onde o estudo sobre as turbinas eólicas  foi conduzido?,What is the location where the wind turbines study was conducted?,Qual a localização onde o estudo sobre as turbinas eólicas foi conduzido?,It was conducted in Itamaracá Island in the state of Pernambuco,"Foi conduzido na ilha de Itamaracá, no estado do Pernambuco","Itamaracá Island, Pernambuco","Ilha de Itamaracá, Pernambuco",2-s2.0-84879955769,"",true,true,1,3,4, Where
A1759,1,What does the study done in the south-eastern Brazilian margin investigates?,O que investiga o estudo feito na margem sudeste brasileira?,The study carried out on the southeastern margin of Brazil aims to investigate what?,"
O estudo feito na margem sudeste do Brasil visa a investigação do que?",It studies the response of geochemical fingerprints to the complex hydrodynamic processes present in the area.,Estuda a resposta das impressões digitais geoquímicas aos complexos processos hidrodinâmicos presentes na área.,It investigate the response of geochemical fingerprints to the complex hydrodynamic processes present in the area.,Ele investiga a resposta das impressões digitais geoquímicas aos complexos processos hidrodinâmicos presentes na área.,2-s2.0-85016298905,"",false,true,4,5,4, What
A1760,1,Which area was affected by the oil spill in the ocean near Brazil in 2019? And what are its effects?,Qual área foi afetada pelo derramamento de óleo no oceano próximo ao Brasil em 2019? E quais seus efeitos?,The oil leak in the ocean near Brazil in 2019 disturbed which area? Which were it's effects?,O vazamento de óleo no oceano perto do Brasil em 2019 afetou qual área? e quais foram seus efeitos?,Coastal areas of northeastern Brazil. And its effects involve the delight of the health of small mammals.,Áreas costeiras do nordeste do Brasil. E seus efeitos envolvem o deleito da saúde de pequenos mamíferos.,"The coastal areas in northeastern Brazil. Multiple health issues, like mutagenic damage to bone marrow blood cells and behavioral and morphological alterations.","As áreas costeiras do nordeste brasileiro. Vários problemas de saúde, como dano mutagênico à células sanguíneas da medula óssea, além de alterações comportamentais e morfológicas.",2-s2.0-85090201621,"",false,true,3,4,4, What
A1761,1,What's the Blue Amazon Management System goal?,Qual é o objetivo do Blue Amazon Management System?,What's the objective of Blue Amazon Management System?,Qual é a principal meta do Blue Amazon Management System?,To develop the Brazilian navy management SoS.,Desenvolver o SoS de gestão da Marinha brasileira.,Develop the Brazilian navy management SoS.,Desenvolver o SoS da gestão da Marinha do Brasil.,2-s2.0-85056183083,"",false,true,1,5,5, What
A1762,1,What can marine mollusk shells from the south and southeast coasts of Brazil be used for?,"Para que podem ser usadas as conchas de moluscos marinhos, das costas sul e sudeste do Brasil?","On the south and southeast coasts of Brazil, marine molluscs can be found. How can your shells be used? ","Nas costas sul e sudeste do Brasil, podem ser encontrados moluscos marinhos. Como suas cascas podem ser utilizadas? ","Radiocarbon dating, and for the study of marine reservoir effect.","Datação por radiocarbono, e para o estudo de efeito de reservatório marinho.",Marine mollusk shells are frequently used for radiocarbon dating and can represent a valuable tool in the study of the marine reservoir effect (MRE).,As conchas de moluscos marinhos são frequentemente utilizadas para datação por radiocarbono e podem representar uma ferramenta valiosa no estudo do efeito do reservatório marinho (MRE). ,2-s2.0-84990898401,"",false,true,3,5,5, What
A1765,1,How can we successfully map a natural gas hydrate systems?,Como podemos mapear com sucesso sistemas de hidrato de gás natural?,How to map natural gas hydrate system correctly?,Como obter um mapeamento de sistemas de hidrato de gás natural bem sucedido?,Using a controlled source electromagnetic method.,Usando um método eletromagnético de fonte controlada.,Using the controlled source electromagnetic (CSEM) method.,Usando o método de fonte eletromagnética controlada (CSEM).,2-s2.0-85071847548,"",true,true,3,5,5, How
A1767,1,What does a controlled source electromagnetic method consist of?,Em que consiste um método eletromagnético de fonte controlada?,A controlled source electromagnetic method consists of what?,Um método eletromagnético de fonte controlada consiste em quê?,Differentiating resistive highly saturated free gas or hydrate bearing host sediment from a less resistive low-saturated gas or brine-bearing host sediments.,Diferenciar gás livre resistivo altamente saturado ou sedimento hospedeiro contendo hidrato de um gás menos resistivo de baixa saturação ou sedimento hospedeiro contendo salmoura.,This method consists on differentiating resistive highly saturated free gas or hydrate bearing host sediment from a less resistive low-saturated gas or brine-bearing host sediments.,Este método consiste em diferenciar gás livre resistivo altamente saturado ou sedimento hospedeiro contendo hidrato de um gás menos resistivo de baixa saturação ou sedimento hospedeiro contendo salmoura.,2-s2.0-85071847548,"",false,true,5,4,5, What
